Datum,von,bis,50Hertz (MW),Amprion (MW),TenneT TSO (MW),Transnet BW (MW)
14.02.2019,21:15,21:30,0,0,0,0
14.02.2019,21:30,21:45,0,0,0,0
14.02.2019,21:45,22:00,0,0,0,0
14.02.2019,22:00,22:15,0,0,0,0
14.02.2019,22:15,22:30,0,0,0,0
14.02.2019,22:30,22:45,0,0,0,0
14.02.2019,22:45,23:00,0,0,0,0
14.02.2019,23:00,23:15,0,0,0,0
14.02.2019,23:15,23:30,0,0,0,0
14.02.2019,23:30,23:45,0,0,0,0
14.02.2019,23:45,00:00,0,0,0,0
15.02.2019,00:00,00:15,0,0,0,0
15.02.2019,00:15,00:30,0,0,0,0
15.02.2019,00:30,00:45,0,0,0,0
15.02.2019,00:45,01:00,0,0,0,0
15.02.2019,01:00,01:15,0,0,0,0
15.02.2019,01:15,01:30,0,0,0,0
15.02.2019,01:30,01:45,0,0,0,0
15.02.2019,01:45,02:00,0,0,0,0
15.02.2019,02:00,02:15,0,0,0,0
15.02.2019,02:15,02:30,0,0,0,0
15.02.2019,02:30,02:45,0,0,0,0
15.02.2019,02:45,03:00,0,0,0,0
15.02.2019,03:00,03:15,0,0,0,0
15.02.2019,03:15,03:30,0,0,0,0
15.02.2019,03:30,03:45,0,0,0,0
15.02.2019,03:45,04:00,0,0,0,0
15.02.2019,04:00,04:15,0,0,0,0
15.02.2019,04:15,04:30,0,0,0,0
15.02.2019,04:30,04:45,0,0,0,0
15.02.2019,04:45,05:00,0,0,0,0
15.02.2019,05:00,05:15,0,0,0,0
15.02.2019,05:15,05:30,0,0,0,0
15.02.2019,05:30,05:45,0,0,0,0
15.02.2019,05:45,06:00,0,0,0,0
15.02.2019,06:00,06:15,0,0,0,0
15.02.2019,06:15,06:30,0,0,0,0
15.02.2019,06:30,06:45,0,0,0,0
15.02.2019,06:45,07:00,0,0,0,0
15.02.2019,07:00,07:15,0,0,"4,88",0
15.02.2019,07:15,07:30,"1,12",0,"20,09",1
15.02.2019,07:30,07:45,"20,89",16,"92,89",14
15.02.2019,07:45,08:00,"137,19",58,"247,58",97
15.02.2019,08:00,08:15,"257,89",184,"448,34",166
15.02.2019,08:15,08:30,"387,62",378,"785,13",319
15.02.2019,08:30,08:45,"528,16",606,"1175,68",502
15.02.2019,08:45,09:00,"685,15",865,"1596,62",677
15.02.2019,09:00,09:15,"844,47",1155,"2044,81",871
15.02.2019,09:15,09:30,"1004,84",1422,"2477,66",1066
15.02.2019,09:30,09:45,"1159,47",1701,"2915,96",1272
15.02.2019,09:45,10:00,"1304,07",1964,"3340,83",1451
15.02.2019,10:00,10:15,"1437,37",2228,"3751,98",1621
15.02.2019,10:15,10:30,"1556,03",2490,"4129,95",1790
15.02.2019,10:30,10:45,"1656,8",2744,"4488,13",1949
15.02.2019,10:45,11:00,"1738,56",2981,"4793,37",2080
15.02.2019,11:00,11:15,"1811,07",3199,"5061,26",2199
15.02.2019,11:15,11:30,"1875,59",3380,"5278,13",2292
15.02.2019,11:30,11:45,"1919,64",3526,"5460,29",2377
15.02.2019,11:45,12:00,"1948,73",3634,"5595,36",2453
15.02.2019,12:00,12:15,"1968,21",3713,"5691,39",2515
15.02.2019,12:15,12:30,"1970,56",3768,"5746,58",2563
15.02.2019,12:30,12:45,"1960,75",3789,"5754,38",2592
15.02.2019,12:45,13:00,"1925,87",3778,"5729,47",2596
15.02.2019,13:00,13:15,"1886,34",3744,"5668,03",2578
15.02.2019,13:15,13:30,"1831,6",3687,"5557,61",2538
15.02.2019,13:30,13:45,"1764,85",3594,"5401,29",2476
15.02.2019,13:45,14:00,"1675,16",3479,"5205,22",2396
15.02.2019,14:00,14:15,"1581,03",3335,"4965,49",2303
15.02.2019,14:15,14:30,"1472,82",3169,"4686,54",2193
15.02.2019,14:30,14:45,"1340,95",2956,"4352,7",2065
15.02.2019,14:45,15:00,"1194,77",2725,"3991,92",1922
15.02.2019,15:00,15:15,"1051,2",2477,"3604,21",1768
15.02.2019,15:15,15:30,"904,65",2220,"3192,4",1584
15.02.2019,15:30,15:45,"755,82",1943,"2753,01",1388
15.02.2019,15:45,16:00,"608,3",1676,"2309,07",1184
15.02.2019,16:00,16:15,"476,44",1357,"1862,39",979
15.02.2019,16:15,16:30,"353,58",1000,"1414,04",774
15.02.2019,16:30,16:45,"234,58",698,"985,6",577
15.02.2019,16:45,17:00,"131,7",431,"603,32",401
15.02.2019,17:00,17:15,"65,24",230,"293,21",250
15.02.2019,17:15,17:30,"2,81",78,"103,36",132
15.02.2019,17:30,17:45,0,13,"31,84",49
15.02.2019,17:45,18:00,0,0,"9,43",8
15.02.2019,18:00,18:15,0,0,0,0
15.02.2019,18:15,18:30,0,0,0,0
15.02.2019,18:30,18:45,0,0,0,0
15.02.2019,18:45,19:00,0,0,0,0
15.02.2019,19:00,19:15,0,0,0,0
15.02.2019,19:15,19:30,0,0,0,0
15.02.2019,19:30,19:45,0,0,0,0
15.02.2019,19:45,20:00,0,0,0,0
15.02.2019,20:00,20:15,0,0,0,0
15.02.2019,20:15,20:30,0,0,0,0
15.02.2019,20:30,20:45,0,0,0,0
15.02.2019,20:45,21:00,0,0,0,0
15.02.2019,21:00,21:15,0,0,0,0
15.02.2019,21:15,21:30,0,0,0,0
15.02.2019,21:30,21:45,0,0,0,0
15.02.2019,21:45,22:00,0,0,0,0
15.02.2019,22:00,22:15,0,0,0,0
15.02.2019,22:15,22:30,0,0,0,0
15.02.2019,22:30,22:45,0,0,0,0
15.02.2019,22:45,23:00,0,0,0,0
15.02.2019,23:00,23:15,0,0,0,0
15.02.2019,23:15,23:30,0,0,0,0
15.02.2019,23:30,23:45,0,0,0,0
15.02.2019,23:45,00:00,0,0,0,0
16.02.2019,00:00,00:15,0,0,0,0
16.02.2019,00:15,00:30,0,0,0,0
16.02.2019,00:30,00:45,0,0,0,0
16.02.2019,00:45,01:00,0,0,0,0
16.02.2019,01:00,01:15,0,0,0,0
16.02.2019,01:15,01:30,0,0,0,0
16.02.2019,01:30,01:45,0,0,0,0
16.02.2019,01:45,02:00,0,0,0,0
16.02.2019,02:00,02:15,0,0,0,0
16.02.2019,02:15,02:30,0,0,0,0
16.02.2019,02:30,02:45,0,0,0,0
16.02.2019,02:45,03:00,0,0,0,0
16.02.2019,03:00,03:15,0,0,0,0
16.02.2019,03:15,03:30,0,0,0,0
16.02.2019,03:30,03:45,0,0,0,0
16.02.2019,03:45,04:00,0,0,0,0
16.02.2019,04:00,04:15,0,0,0,0
16.02.2019,04:15,04:30,0,0,0,0
16.02.2019,04:30,04:45,0,0,0,0
16.02.2019,04:45,05:00,0,0,0,0
16.02.2019,05:00,05:15,0,0,0,0
16.02.2019,05:15,05:30,0,0,0,0
16.02.2019,05:30,05:45,0,0,0,0
16.02.2019,05:45,06:00,0,0,0,0
16.02.2019,06:00,06:15,0,0,0,0
16.02.2019,06:15,06:30,0,0,0,0
16.02.2019,06:30,06:45,0,0,0,0
16.02.2019,06:45,07:00,0,0,0,0
16.02.2019,07:00,07:15,0,0,"5,85",0
16.02.2019,07:15,07:30,"2,22",0,"25,82",0
16.02.2019,07:30,07:45,"29,88",20,"90,04",25
16.02.2019,07:45,08:00,"153,4",67,"265,61",116
16.02.2019,08:00,08:15,"272,75",212,"543,37",240
16.02.2019,08:15,08:30,"403,67",427,"948,43",418
16.02.2019,08:30,08:45,"549,86",694,"1431,79",622
16.02.2019,08:45,09:00,"713,45",964,"1885,87",806
16.02.2019,09:00,09:15,"899,24",1265,"2352,95",997
16.02.2019,09:15,09:30,"1050,38",1516,"2839,34",1196
16.02.2019,09:30,09:45,"1193,08",1781,"3327,61",1400
16.02.2019,09:45,10:00,"1338,79",2046,"3734,23",1581
16.02.2019,10:00,10:15,"1475,5",2302,"4113,68",1752
16.02.2019,10:15,10:30,"1599,07",2559,"4476,89",1926
16.02.2019,10:30,10:45,"1701,13",2810,"4812,21",2088
16.02.2019,10:45,11:00,"1786,11",3042,"5107,16",2213
16.02.2019,11:00,11:15,"1863,75",3249,"5365,12",2331
16.02.2019,11:15,11:30,"1925,33",3425,"5581,98",2431
16.02.2019,11:30,11:45,"1966,8",3574,"5750,94",2522
16.02.2019,11:45,12:00,"1995,82",3692,"5887,59",2592
16.02.2019,12:00,12:15,"2016,76",3772,"5982,19",2649
16.02.2019,12:15,12:30,"2019,55",3834,"6025,45",2682
16.02.2019,12:30,12:45,"2007,57",3856,"6014,69",2687
16.02.2019,12:45,13:00,"1976,23",3849,"5981,56",2687
16.02.2019,13:00,13:15,"1937,56",3813,"5906,78",2662
16.02.2019,13:15,13:30,"1885,14",3751,"5778,6",2612
16.02.2019,13:30,13:45,"1815,45",3659,"5607,63",2544
16.02.2019,13:45,14:00,"1724,87",3538,"5387,88",2461
16.02.2019,14:00,14:15,"1627,99",3390,"5126,14",2363
16.02.2019,14:15,14:30,"1514,39",3224,"4816,17",2246
16.02.2019,14:30,14:45,"1383,39",3018,"4461,92",2110
16.02.2019,14:45,15:00,"1241,38",2794,"4077,5",1959
16.02.2019,15:00,15:15,"1094,07",2551,3669,1796
16.02.2019,15:15,15:30,"945,66",2298,"3245,17",1620
16.02.2019,15:30,15:45,"793,15",2022,"2791,79",1432
16.02.2019,15:45,16:00,"641,8",1718,"2333,14",1233
16.02.2019,16:00,16:15,"504,72",1376,"1870,38",1029
16.02.2019,16:15,16:30,"376,65",1026,"1391,17",822
16.02.2019,16:30,16:45,"253,87",727,"946,87",622
16.02.2019,16:45,17:00,"145,02",456,"579,93",435
16.02.2019,17:00,17:15,"71,24",248,"279,28",270
16.02.2019,17:15,17:30,"34,99",89,"91,6",136
16.02.2019,17:30,17:45,0,17,"22,74",44
16.02.2019,17:45,18:00,0,0,"6,5",7
16.02.2019,18:00,18:15,0,0,0,0
16.02.2019,18:15,18:30,0,0,0,0
16.02.2019,18:30,18:45,0,0,0,0
16.02.2019,18:45,19:00,0,0,0,0
16.02.2019,19:00,19:15,0,0,0,0
16.02.2019,19:15,19:30,0,0,0,0
16.02.2019,19:30,19:45,0,0,0,0
16.02.2019,19:45,20:00,0,0,0,0
16.02.2019,20:00,20:15,0,0,0,0
16.02.2019,20:15,20:30,0,0,0,0
16.02.2019,20:30,20:45,0,0,0,0
16.02.2019,20:45,21:00,0,0,0,0
16.02.2019,21:00,21:15,0,0,0,0
16.02.2019,21:15,21:30,0,0,0,0
16.02.2019,21:30,21:45,0,0,0,0
16.02.2019,21:45,22:00,0,0,0,0
16.02.2019,22:00,22:15,0,0,0,0
16.02.2019,22:15,22:30,0,0,0,0
16.02.2019,22:30,22:45,0,0,0,0
16.02.2019,22:45,23:00,0,0,0,0
16.02.2019,23:00,23:15,0,0,0,0
16.02.2019,23:15,23:30,0,0,0,0
16.02.2019,23:30,23:45,0,0,0,0
16.02.2019,23:45,00:00,0,0,0,0
